,price_open,date_open,type,date_close,price_close,stop_loss,comment,swap,total,diff
23,12942.9,2021-01-14 13:30:00,0,2021-01-14 22:12:00,12935.0,12935.0,Stop loss at 12935.0,0.0,-0.7899999999999636,-0.7899999999999636
24,12936.0,2021-01-14 22:13:00,1,2021-01-14 22:44:00,12945.2,13002.8,,0.0,-0.9200000000000728,-0.9200000000000728
25,12925.7,2021-01-14 22:49:00,1,2021-01-15 18:28:00,12864.5,12864.5,Stop loss at 12864.5,0.013000000000000001,6.133000000000073,6.120000000000073
26,12875.3,2021-01-19 02:40:00,0,2021-01-21 16:41:00,13297.3,13297.3,Stop loss at 13297.3,-0.126,42.074000000000005,42.2
27,13357.3,2021-01-25 17:59:00,1,2021-01-25 18:13:00,13322.0,13322.0,Stop loss at 13322.0,0.0,3.5299999999999274,3.5299999999999274
28,13406.7,2021-01-25 18:58:00,0,2021-01-25 19:13:00,13384.3,13325.5,,0.0,-2.2400000000001454,-2.2400000000001454
29,13371.6,2021-01-25 19:14:00,1,2021-01-25 19:52:00,13415.5,13427.8,,0.0,-4.389999999999964,-4.389999999999964
30,13425.7,2021-01-25 19:53:00,0,2021-01-25 22:15:00,13388.7,13358.2,,0.0,-3.7,-3.7
31,13425.5,2021-01-25 22:19:00,0,2021-01-26 06:32:00,13411.4,13385.7,,-0.063,-1.4730000000000365,-1.4100000000000366
32,13411.5,2021-01-26 06:33:00,1,2021-01-26 07:14:00,13421.2,13493.8,,0.0,-0.9700000000000728,-0.9700000000000728
33,13419.199999999999,2021-01-26 07:15:00,0,2021-01-26 07:22:00,13409.3,13317.3,,0.0,-0.9899999999999637,-0.9899999999999637
34,13409.1,2021-01-26 07:23:00,1,2021-01-26 07:32:00,13419.8,13509.1,,0.0,-1.0699999999998908,-1.0699999999998908
35,13421.9,2021-01-26 07:39:00,0,2021-01-26 07:47:00,13411.4,13320.0,,0.0,-1.05,-1.05
36,13411.7,2021-01-26 07:59:00,1,2021-01-26 09:03:00,13418.9,13497.6,,0.0,-0.719999999999891,-0.719999999999891
37,13425.3,2021-01-26 09:04:00,0,2021-01-26 09:11:00,13411.8,13323.5,,0.0,-1.35,-1.35
38,13421.3,2021-01-26 09:22:00,0,2021-01-26 09:36:00,13412.8,13320.6,,0.0,-0.8500000000000001,-0.8500000000000001
39,13409.2,2021-01-26 09:37:00,1,2021-01-26 10:00:00,13417.9,13506.6,,0.0,-0.8699999999998909,-0.8699999999998909
40,13425.8,2021-01-26 10:07:00,0,2021-01-27 13:46:00,13484.4,13477.6,,-0.063,5.797000000000037,5.860000000000037
41,13466.9,2021-01-27 13:49:00,1,2021-01-27 16:58:00,13286.9,13286.9,Stop loss at 13286.9,0.0,18.0,18.0
42,13343.4,2021-01-28 19:05:00,0,2021-01-28 22:08:00,13316.2,13300.5,,0.0,-2.719999999999891,-2.719999999999891
43,13311.8,2021-01-28 22:11:00,1,2021-01-29 09:02:00,13078.8,13078.8,Stop loss at 13078.8,0.013000000000000001,23.313000000000002,23.3
44,13043.4,2021-02-01 10:58:00,1,2021-02-01 11:15:00,13057.8,13139.9,,0.0,-1.4399999999999638,-1.4399999999999638
45,13063.0,2021-02-01 11:16:00,0,2021-02-01 11:42:00,13044.9,12968.2,,0.0,-1.8100000000000365,-1.8100000000000365
46,13037.0,2021-02-01 11:48:00,1,2021-02-01 12:00:00,13059.5,13137.0,,0.0,-2.25,-2.25
47,13064.199999999999,2021-02-01 12:01:00,0,2021-02-01 12:31:00,13041.5,12966.0,,0.0,-2.2699999999998908,-2.2699999999998908
48,13035.1,2021-02-01 12:43:00,1,2021-02-01 13:16:00,13056.4,13135.1,,0.0,-2.1299999999999275,-2.1299999999999275
49,13066.3,2021-02-01 13:22:00,0,2021-02-01 14:00:00,13044.0,12988.7,,0.0,-2.229999999999927,-2.229999999999927
50,13063.5,2021-02-01 14:16:00,0,2021-02-01 16:09:00,13041.5,12980.8,,0.0,-2.2,-2.2
51,13058.1,2021-02-01 16:22:00,0,2021-02-01 16:47:00,13035.0,13003.2,,0.0,-2.3100000000000365,-2.3100000000000365
52,13019.7,2021-02-01 16:48:00,1,2021-02-01 17:15:00,13062.2,13087.7,,0.0,-4.25,-4.25
53,13068.3,2021-02-01 17:16:00,0,2021-02-01 17:17:00,13042.6,12967.3,,0.0,-2.569999999999891,-2.569999999999891
54,13076.0,2021-02-01 17:22:00,0,2021-02-03 16:32:00,13491.9,13491.9,Stop loss at 13491.9,-0.126,41.46399999999997,41.58999999999997
55,13418.0,2021-02-04 05:24:00,1,2021-02-04 09:00:00,13440.9,13458.699999999999,,0.0,-2.2899999999999636,-2.2899999999999636
56,13454.0,2021-02-04 09:17:00,0,2021-02-04 09:26:00,13434.6,13356.1,,0.0,-1.9399999999999638,-1.9399999999999638
57,13433.8,2021-02-04 09:28:00,1,2021-02-04 09:41:00,13441.6,13535.3,,0.0,-0.7800000000001092,-0.7800000000001092
58,13433.6,2021-02-04 09:48:00,1,2021-02-04 10:18:00,13446.3,13523.3,,0.0,-1.269999999999891,-1.269999999999891
59,13451.5,2021-02-04 10:19:00,0,2021-02-04 12:01:00,13443.5,13362.5,,0.0,-0.8,-0.8
60,13444.2,2021-02-04 12:06:00,1,2021-02-04 12:11:00,13451.2,13544.2,,0.0,-0.7000000000000001,-0.7000000000000001
61,13455.1,2021-02-04 12:29:00,0,2021-02-04 13:44:00,13443.2,13362.0,,0.0,-1.1899999999999638,-1.1899999999999638
62,13441.5,2021-02-04 13:45:00,1,2021-02-04 14:06:00,13456.0,13531.8,,0.0,-1.4500000000000002,-1.4500000000000002
63,13459.699999999999,2021-02-04 14:07:00,0,2021-02-04 14:25:00,13448.1,13361.9,,0.0,-1.1599999999998545,-1.1599999999998545
64,13447.0,2021-02-04 14:26:00,1,2021-02-04 14:44:00,13455.3,13545.5,,0.0,-0.8299999999999272,-0.8299999999999272
65,13458.3,2021-02-04 14:46:00,0,2021-02-04 16:16:00,13446.8,13371.4,,0.0,-1.1500000000000001,-1.1500000000000001
66,13445.9,2021-02-04 16:17:00,1,2021-02-04 16:27:00,13459.7,13545.9,,0.0,-1.3800000000001091,-1.3800000000001091
67,13475.9,2021-02-04 16:31:00,0,2021-02-04 16:33:00,13448.8,13374.9,,0.0,-2.7100000000000364,-2.7100000000000364
68,13441.4,2021-02-04 16:35:00,1,2021-02-04 16:49:00,13469.4,13536.4,,0.0,-2.8000000000000003,-2.8000000000000003
69,13441.3,2021-02-04 16:51:00,1,2021-02-04 17:16:00,13461.6,13505.2,,0.0,-2.030000000000109,-2.030000000000109
70,13450.5,2021-02-04 17:20:00,1,2021-02-04 18:49:00,13470.3,13518.9,,0.0,-1.9799999999999274,-1.9799999999999274
71,13470.0,2021-02-04 18:50:00,0,2021-02-09 16:20:00,13644.2,13594.7,,-0.315,17.10500000000007,17.420000000000073
72,13653.8,2021-02-09 16:29:00,0,2021-02-10 17:19:00,13683.0,13675.3,,-0.063,2.8570000000000726,2.9200000000000728
73,13654.7,2021-02-10 17:20:00,1,2021-02-10 18:13:00,13636.2,13636.2,Stop loss at 13636.2,0.0,1.85,1.85
74,13687.3,2021-02-10 21:55:00,1,2021-02-10 22:00:00,13697.1,13787.3,,0.0,-0.9800000000001092,-0.9800000000001092
75,13694.6,2021-02-10 22:01:00,0,2021-02-10 22:10:00,13684.8,13593.6,,0.0,-0.9800000000001092,-0.9800000000001092
76,13685.0,2021-02-10 22:11:00,1,2021-02-10 22:12:00,13696.0,13785.0,,0.0,-1.1,-1.1
77,13697.2,2021-02-10 22:13:00,0,2021-02-10 22:15:00,13688.3,13596.2,,0.0,-0.8900000000001456,-0.8900000000001456
78,13681.9,2021-02-10 22:16:00,1,2021-02-11 10:45:00,13692.5,13722.6,,0.013000000000000001,-1.0470000000000366,-1.0600000000000365
79,13694.199999999999,2021-02-11 10:46:00,0,2021-02-11 16:51:00,13690.4,13638.6,,0.0,-0.3799999999999273,-0.3799999999999273
80,13701.5,2021-02-11 16:56:00,0,2021-02-11 19:19:00,13684.5,13646.3,,0.0,-1.7000000000000002,-1.7000000000000002
81,13671.4,2021-02-11 19:25:00,1,2021-02-11 20:14:00,13700.1,13744.3,,0.0,-2.870000000000073,-2.870000000000073
82,13702.1,2021-02-11 20:17:00,0,2021-02-11 21:01:00,13684.0,13621.3,,0.0,-1.8100000000000365,-1.8100000000000365
83,13681.8,2021-02-11 21:02:00,1,2021-02-11 22:06:00,13700.7,13757.1,,0.0,-1.8900000000001456,-1.8900000000001456
84,13704.2,2021-02-11 22:07:00,0,2021-02-11 22:43:00,13694.6,13614.3,,0.0,-0.9600000000000364,-0.9600000000000364
85,13708.0,2021-02-11 22:46:00,0,2021-02-12 10:32:00,13699.0,13645.9,,-0.063,-0.9630000000000001,-0.9
86,13695.1,2021-02-12 10:36:00,1,2021-02-12 11:28:00,13705.5,13773.0,,0.0,-1.0399999999999636,-1.0399999999999636
87,13707.9,2021-02-12 11:31:00,0,2021-02-12 15:57:00,13689.6,13627.2,,0.0,-1.8299999999999272,-1.8299999999999272
88,13691.4,2021-02-12 15:58:00,1,2021-02-12 16:46:00,13709.6,13767.5,,0.0,-1.820000000000073,-1.820000000000073
89,13706.9,2021-02-12 16:47:00,0,2021-02-12 16:52:00,13695.8,13605.9,,0.0,-1.1100000000000365,-1.1100000000000365
90,13694.3,2021-02-12 16:57:00,1,2021-02-12 16:58:00,13701.5,13794.3,,0.0,-0.7200000000000728,-0.7200000000000728
91,13710.4,2021-02-12 17:02:00,0,2021-02-12 17:18:00,13695.7,13614.1,,0.0,-1.469999999999891,-1.469999999999891
92,13690.1,2021-02-12 17:20:00,1,2021-02-12 17:22:00,13703.3,13790.1,,0.0,-1.319999999999891,-1.319999999999891
93,13710.7,2021-02-12 17:23:00,0,2021-02-12 17:29:00,13694.9,13609.7,,0.0,-1.5800000000001093,-1.5800000000001093
94,13678.5,2021-02-12 17:31:00,1,2021-02-12 17:37:00,13704.2,13778.9,,0.0,-2.570000000000073,-2.570000000000073
95,13720.4,2021-02-12 17:38:00,0,2021-02-16 18:08:00,13812.3,13805.3,,-0.252,8.937999999999963,9.189999999999964
96,13824.7,2021-02-16 18:11:00,0,2021-02-16 18:21:00,13815.8,13727.9,,0.0,-0.8900000000001456,-0.8900000000001456
97,13814.1,2021-02-16 18:22:00,1,2021-02-17 20:06:00,13654.0,13654.0,Stop loss at 13654.0,0.013000000000000001,16.02300000000004,16.010000000000037
98,13664.5,2021-02-19 11:19:00,0,2021-02-19 16:48:00,13647.6,13627.5,,0.0,-1.6899999999999638,-1.6899999999999638
99,13656.0,2021-02-19 16:51:00,0,2021-02-19 17:11:00,13640.5,13578.2,,0.0,-1.55,-1.55
100,13664.9,2021-02-19 17:23:00,0,2021-02-19 19:18:00,13642.2,13599.3,,0.0,-2.2699999999998908,-2.2699999999998908
101,13639.1,2021-02-19 19:20:00,1,2021-02-22 20:55:00,13390.5,13390.5,Stop loss at 13390.5,0.039,24.89900000000004,24.86000000000004
102,13258.9,2021-02-24 14:26:00,0,2021-02-24 15:24:00,13223.7,13195.9,,0.0,-3.519999999999891,-3.519999999999891
103,13217.8,2021-02-24 15:31:00,1,2021-02-24 17:24:00,13073.8,13073.8,Stop loss at 13073.8,0.0,14.4,14.4
104,13226.7,2021-02-24 19:14:00,0,2021-02-24 20:01:00,13199.6,13160.0,,0.0,-2.7100000000000364,-2.7100000000000364
105,13190.8,2021-02-24 20:02:00,1,2021-02-24 20:10:00,13213.6,13284.1,,0.0,-2.280000000000109,-2.280000000000109
106,13222.0,2021-02-24 20:11:00,0,2021-02-25 10:10:00,13256.4,13256.4,Stop loss at 13256.4,-0.063,3.376999999999964,3.439999999999964
107,13182.9,2021-02-25 13:38:00,1,2021-02-25 14:23:00,13200.5,13257.199999999999,,0.0,-1.7600000000000364,-1.7600000000000364
108,13203.8,2021-02-25 14:24:00,0,2021-02-25 14:41:00,13175.9,13110.4,,0.0,-2.7899999999999636,-2.7899999999999636
109,13182.1,2021-02-25 14:42:00,1,2021-02-25 15:34:00,13196.4,13266.9,,0.0,-1.4299999999999273,-1.4299999999999273
110,13202.699999999999,2021-02-25 15:35:00,0,2021-02-25 16:03:00,13181.4,13126.1,,0.0,-2.1299999999999275,-2.1299999999999275
111,13180.4,2021-02-25 16:09:00,1,2021-02-25 16:30:00,13192.6,13267.8,,0.0,-1.2200000000000728,-1.2200000000000728
112,13218.1,2021-02-25 16:31:00,0,2021-02-25 17:02:00,13189.3,13189.3,Stop loss at 13189.3,0.0,-2.880000000000109,-2.880000000000109
113,13139.3,2021-02-25 17:06:00,1,2021-02-25 17:20:00,13199.7,13239.7,,0.0,-6.040000000000146,-6.040000000000146
114,13205.6,2021-02-25 17:21:00,0,2021-02-25 17:24:00,13178.8,13104.6,,0.0,-2.6800000000001094,-2.6800000000001094
115,13159.3,2021-02-25 17:26:00,1,2021-02-25 18:21:00,13170.7,13170.7,Stop loss at 13170.7,0.0,-1.1400000000001456,-1.1400000000001456
116,13089.7,2021-02-26 19:16:00,0,2021-02-26 19:26:00,13056.6,12989.9,,0.0,-3.3100000000000365,-3.3100000000000365
117,13048.7,2021-02-26 19:27:00,1,2021-02-26 22:02:00,13021.6,13021.6,Stop loss at 13021.6,0.0,2.7100000000000364,2.7100000000000364
118,13040.0,2021-03-01 03:06:00,1,2021-03-01 03:11:00,13052.6,13140.0,,0.0,-1.2600000000000364,-1.2600000000000364
119,13057.0,2021-03-01 03:15:00,0,2021-03-02 07:04:00,13227.5,13227.5,Stop loss at 13227.5,-0.063,16.987000000000002,17.05
120,13113.2,2021-03-02 22:37:00,1,2021-03-03 08:32:00,13160.7,13164.0,,0.013000000000000001,-4.737,-4.75
121,13164.8,2021-03-03 08:52:00,0,2021-03-03 08:56:00,13154.6,13062.9,,0.0,-1.019999999999891,-1.019999999999891
122,13145.0,2021-03-03 09:01:00,1,2021-03-03 09:08:00,13163.2,13245.8,,0.0,-1.820000000000073,-1.820000000000073
123,13166.8,2021-03-03 09:13:00,0,2021-03-03 10:59:00,13161.2,13088.9,,0.0,-0.5599999999998545,-0.5599999999998545
124,13175.4,2021-03-03 11:06:00,0,2021-03-03 11:36:00,13156.8,13084.9,,0.0,-1.8600000000000365,-1.8600000000000365
125,13148.4,2021-03-03 11:37:00,1,2021-03-03 18:01:00,12934.0,12934.0,Stop loss at 12934.0,0.0,21.439999999999966,21.439999999999966
126,12600.3,2021-03-05 20:45:00,1,2021-03-05 20:51:00,12619.4,12700.3,,0.0,-1.9100000000000366,-1.9100000000000366
127,12575.5,2021-03-05 20:53:00,1,2021-03-05 21:30:00,12615.6,12623.1,,0.0,-4.010000000000036,-4.010000000000036
128,12627.3,2021-03-05 21:31:00,0,2021-03-08 04:18:00,12599.4,12599.4,Stop loss at 12599.4,-0.189,-2.9789999999999637,-2.7899999999999636
129,12543.2,2021-03-08 04:46:00,1,2021-03-08 04:59:00,12565.7,12633.8,,0.0,-2.25,-2.25
130,12569.6,2021-03-08 05:01:00,0,2021-03-08 05:03:00,12548.7,12467.7,,0.0,-2.089999999999964,-2.089999999999964
131,12543.9,2021-03-08 05:13:00,1,2021-03-08 06:20:00,12565.3,12623.8,,0.0,-2.1399999999999637,-2.1399999999999637
132,12564.199999999999,2021-03-08 06:21:00,0,2021-03-08 06:43:00,12541.1,12471.1,,0.0,-2.3099999999998544,-2.3099999999998544
133,12527.9,2021-03-08 06:45:00,1,2021-03-08 07:02:00,12553.2,12627.9,,0.0,-2.5300000000001095,-2.5300000000001095
134,12534.4,2021-03-08 07:11:00,1,2021-03-08 08:00:00,12550.9,12618.699999999999,,0.0,-1.6500000000000001,-1.6500000000000001
135,12554.699999999999,2021-03-08 08:02:00,0,2021-03-08 08:36:00,12534.7,12466.2,,0.0,-1.9999999999998181,-1.9999999999998181
136,12525.1,2021-03-08 08:38:00,1,2021-03-08 09:02:00,12547.2,12621.6,,0.0,-2.2100000000000364,-2.2100000000000364
137,12524.9,2021-03-08 09:09:00,1,2021-03-08 13:01:00,12483.0,12483.0,Stop loss at 12483.0,0.0,4.189999999999964,4.189999999999964
138,12542.199999999999,2021-03-08 15:15:00,0,2021-03-08 16:34:00,12539.6,12539.6,Stop loss at 12539.6,0.0,-0.2599999999998545,-0.2599999999998545
139,12505.7,2021-03-08 19:04:00,1,2021-03-08 19:10:00,12534.7,12605.7,,0.0,-2.9000000000000004,-2.9000000000000004
140,12500.9,2021-03-08 19:13:00,1,2021-03-08 19:22:00,12541.5,12596.8,,0.0,-4.060000000000037,-4.060000000000037
141,12549.7,2021-03-08 19:23:00,0,2021-03-08 20:41:00,12508.4,12484.8,,0.0,-4.130000000000109,-4.130000000000109
142,12501.4,2021-03-08 20:43:00,1,2021-03-09 03:06:00,12405.1,12405.1,Stop loss at 12405.1,0.013000000000000001,9.642999999999928,9.629999999999928
143,12496.3,2021-03-09 10:01:00,0,2021-03-10 03:33:00,12767.7,12767.7,Stop loss at 12767.7,-0.063,27.077000000000147,27.140000000000146
144,12860.7,2021-03-12 10:04:00,1,2021-03-12 14:55:00,12895.1,12895.1,Stop loss at 12895.1,0.0,-3.439999999999964,-3.439999999999964
145,12924.3,2021-03-12 19:31:00,0,2021-03-12 19:42:00,12895.6,12824.3,,0.0,-2.869999999999891,-2.869999999999891
146,12884.0,2021-03-12 19:43:00,1,2021-03-12 21:44:00,12912.8,12964.5,,0.0,-2.8799999999999275,-2.8799999999999275
147,12915.7,2021-03-12 21:47:00,0,2021-03-12 22:00:00,12899.5,12818.4,,0.0,-1.620000000000073,-1.620000000000073
148,12898.1,2021-03-12 22:01:00,1,2021-03-12 22:22:00,12919.2,12984.4,,0.0,-2.1100000000000363,-2.1100000000000363
149,12918.3,2021-03-12 22:23:00,0,2021-03-15 08:10:00,12924.3,12906.4,,-0.189,0.4110000000000001,0.6000000000000001
150,12918.6,2021-03-15 08:15:00,1,2021-03-15 11:43:00,12952.6,12976.1,,0.0,-3.4000000000000004,-3.4000000000000004
151,12960.6,2021-03-15 11:44:00,0,2021-03-15 14:38:00,12945.1,12896.7,,0.0,-1.55,-1.55
152,12945.3,2021-03-15 14:41:00,1,2021-03-15 14:44:00,12957.2,13045.3,,0.0,-1.1900000000001456,-1.1900000000001456
153,12941.4,2021-03-15 14:52:00,1,2021-03-15 16:27:00,12958.2,13014.9,,0.0,-1.6800000000001092,-1.6800000000001092
154,12935.4,2021-03-15 16:31:00,1,2021-03-15 16:52:00,12967.6,13004.5,,0.0,-3.220000000000073,-3.220000000000073
155,12967.9,2021-03-15 16:53:00,0,2021-03-15 17:22:00,12938.6,12893.8,,0.0,-2.9299999999999273,-2.9299999999999273
156,12944.2,2021-03-15 17:23:00,1,2021-03-15 17:45:00,12960.4,13017.0,,0.0,-1.6199999999998909,-1.6199999999998909
157,12967.8,2021-03-15 17:49:00,0,2021-03-15 18:21:00,12944.4,12886.9,,0.0,-2.339999999999964,-2.339999999999964
158,12934.7,2021-03-15 18:22:00,1,2021-03-15 19:33:00,12968.6,12991.1,,0.0,-3.3899999999999637,-3.3899999999999637
159,12965.9,2021-03-15 19:34:00,0,2021-03-15 19:41:00,12952.5,12864.9,,0.0,-1.3399999999999637,-1.3399999999999637
160,12948.8,2021-03-15 19:42:00,1,2021-03-15 19:59:00,12961.9,13042.9,,0.0,-1.3100000000000365,-1.3100000000000365
161,12965.5,2021-03-15 20:03:00,0,2021-03-15 20:10:00,12948.7,12864.5,,0.0,-1.6799999999999273,-1.6799999999999273
162,12952.2,2021-03-15 20:11:00,1,2021-03-15 20:28:00,12962.5,13048.2,,0.0,-1.0299999999999272,-1.0299999999999272
163,12963.1,2021-03-15 20:31:00,0,2021-03-16 19:26:00,13194.9,13194.9,Stop loss at 13194.9,-0.063,23.11699999999993,23.17999999999993
164,13063.9,2021-03-17 14:16:00,1,2021-03-17 17:04:00,13058.1,13058.1,Stop loss at 13058.1,0.0,0.5799999999999272,0.5799999999999272
165,13069.8,2021-03-17 21:04:00,1,2021-03-17 21:08:00,13098.1,13169.8,,0.0,-2.8300000000001093,-2.8300000000001093
166,13154.8,2021-03-17 21:11:00,0,2021-03-17 21:30:00,13083.4,13055.8,,0.0,-7.139999999999964,-7.139999999999964
167,13113.0,2021-03-17 21:36:00,0,2021-03-17 22:50:00,13181.3,13181.3,Stop loss at 13181.3,0.0,6.829999999999927,6.829999999999927
168,13128.8,2021-03-18 10:25:00,1,2021-03-19 09:51:00,12835.5,12835.5,Stop loss at 12835.5,0.013000000000000001,29.34299999999993,29.329999999999927
169,12939.6,2021-03-22 13:01:00,0,2021-03-23 03:47:00,13067.9,13067.9,Stop loss at 13067.9,-0.063,12.766999999999927,12.829999999999927
170,13044.5,2021-03-24 16:35:00,1,2021-03-24 18:02:00,13031.0,13031.0,Stop loss at 13031.0,0.0,1.35,1.35
171,12847.5,2021-03-26 17:50:00,1,2021-03-26 19:38:00,12865.0,12877.3,,0.0,-1.75,-1.75
172,12867.3,2021-03-26 19:39:00,0,2021-03-26 19:55:00,12850.3,12773.7,,0.0,-1.7000000000000002,-1.7000000000000002
173,12842.1,2021-03-26 19:56:00,1,2021-03-26 20:10:00,12858.5,12938.4,,0.0,-1.6399999999999637,-1.6399999999999637
174,12865.5,2021-03-26 20:12:00,0,2021-03-26 20:35:00,12846.1,12781.2,,0.0,-1.9399999999999638,-1.9399999999999638
175,12842.3,2021-03-26 20:39:00,1,2021-03-26 22:12:00,12820.0,12820.0,Stop loss at 12820.0,0.0,2.229999999999927,2.229999999999927
176,12852.6,2021-03-26 22:28:00,0,2021-03-29 04:14:00,12875.2,12875.2,Stop loss at 12875.2,-0.189,2.0710000000000366,2.2600000000000366
177,12883.2,2021-03-30 10:45:00,1,2021-03-30 10:58:00,12892.7,12980.8,,0.0,-0.9500000000000001,-0.9500000000000001
178,12896.5,2021-03-30 11:00:00,0,2021-03-30 11:13:00,12881.1,12800.6,,0.0,-1.5399999999999636,-1.5399999999999636
179,12875.7,2021-03-30 11:14:00,1,2021-03-30 11:53:00,12892.7,12974.6,,0.0,-1.7000000000000002,-1.7000000000000002
180,12883.1,2021-03-30 12:01:00,1,2021-03-30 12:08:00,12894.8,12983.1,,0.0,-1.169999999999891,-1.169999999999891
181,12896.8,2021-03-30 12:09:00,0,2021-03-30 13:35:00,12888.4,12815.8,,0.0,-0.8399999999999637,-0.8399999999999637
182,12883.0,2021-03-30 13:40:00,1,2021-03-30 16:25:00,12897.8,12957.0,,0.0,-1.4799999999999274,-1.4799999999999274
183,12888.6,2021-03-30 16:29:00,1,2021-03-30 18:11:00,12899.8,12899.8,Stop loss at 12899.8,0.0,-1.1199999999998909,-1.1199999999998909
184,12918.2,2021-03-30 18:33:00,0,2021-03-30 18:48:00,12889.3,12826.2,,0.0,-2.890000000000146,-2.890000000000146
185,12881.0,2021-03-30 18:53:00,1,2021-03-30 21:58:00,12909.8,12943.8,,0.0,-2.8799999999999275,-2.8799999999999275
186,12909.8,2021-03-30 21:59:00,0,2021-03-30 22:50:00,12878.2,12824.3,,0.0,-3.1599999999998545,-3.1599999999998545
187,12886.4,2021-03-30 22:51:00,1,2021-03-30 22:59:00,12913.3,12957.9,,0.0,-2.689999999999964,-2.689999999999964
188,12885.6,2021-03-31 01:50:00,1,2021-03-31 02:30:00,12910.1,12982.6,,0.0,-2.45,-2.45
189,12913.9,2021-03-31 02:31:00,0,2021-03-31 03:01:00,12901.1,12812.0,,0.0,-1.2799999999999274,-1.2799999999999274
190,12893.4,2021-03-31 03:15:00,1,2021-03-31 03:28:00,12912.1,12994.199999999999,,0.0,-1.870000000000073,-1.870000000000073
191,12914.0,2021-03-31 03:29:00,0,2021-03-31 05:05:00,12904.9,12835.0,,0.0,-0.9100000000000364,-0.9100000000000364
192,12903.8,2021-03-31 05:06:00,1,2021-03-31 11:03:00,12917.7,12977.1,,0.0,-1.3900000000001456,-1.3900000000001456
193,12923.199999999999,2021-03-31 11:04:00,0,2021-03-31 11:28:00,12906.9,12821.3,,0.0,-1.6299999999999273,-1.6299999999999273
194,12904.2,2021-03-31 11:29:00,1,2021-03-31 11:54:00,12915.2,13000.699999999999,,0.0,-1.1,-1.1
195,12921.199999999999,2021-03-31 11:56:00,0,2021-03-31 12:09:00,12908.1,12819.8,,0.0,-1.3099999999998546,-1.3099999999998546
196,12918.199999999999,2021-03-31 12:23:00,0,2021-03-31 12:31:00,12908.4,12816.3,,0.0,-0.9799999999999273,-0.9799999999999273
