<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.03.08	05:00:00	1.19056	1.19062	1.19001	1.19019	2698	0	0
2021.03.08	05:30:00	1.19020	1.19034	1.18987	1.19017	2181	0	0
2021.03.08	06:00:00	1.19016	1.19045	1.18991	1.19044	1426	0	0
2021.03.08	06:30:00	1.19045	1.19061	1.19015	1.19056	1582	0	0
2021.03.08	07:00:00	1.19056	1.19106	1.19056	1.19101	2121	0	0
2021.03.08	07:30:00	1.19101	1.19131	1.19082	1.19121	2373	0	0
2021.03.08	08:00:00	1.19121	1.19146	1.19051	1.19065	2013	0	0
2021.03.08	08:30:00	1.19066	1.19066	1.18891	1.18921	2797	0	0
2021.03.08	09:00:00	1.18921	1.18978	1.18823	1.18852	4793	0	0
2021.03.08	09:30:00	1.18851	1.18870	1.18791	1.18862	3335	0	0
2021.03.08	10:00:00	1.18863	1.18966	1.18854	1.18930	5174	0	0
2021.03.08	10:30:00	1.18929	1.18934	1.18755	1.18775	4601	0	0
2021.03.08	11:00:00	1.18776	1.18795	1.18662	1.18688	4565	0	0
2021.03.08	11:30:00	1.18689	1.18748	1.18653	1.18723	3405	0	0
2021.03.08	12:00:00	1.18723	1.18759	1.18670	1.18717	2923	0	0
2021.03.08	12:30:00	1.18716	1.18807	1.18702	1.18783	3294	0	0
2021.03.08	13:00:00	1.18784	1.18806	1.18742	1.18783	3196	0	0
2021.03.08	13:30:00	1.18782	1.18801	1.18671	1.18676	3132	0	0
2021.03.08	14:00:00	1.18676	1.18732	1.18586	1.18698	3389	0	0
2021.03.08	14:30:00	1.18699	1.18704	1.18593	1.18618	3636	0	0
2021.03.08	15:00:00	1.18617	1.18718	1.18567	1.18718	4703	0	0
2021.03.08	15:30:00	1.18718	1.18750	1.18645	1.18712	4211	0	0
2021.03.08	16:00:00	1.18712	1.18794	1.18707	1.18740	4334	0	0
2021.03.08	16:30:00	1.18738	1.18872	1.18712	1.18787	8484	0	0
2021.03.08	17:00:00	1.18787	1.18870	1.18763	1.18797	8672	0	0
2021.03.08	17:30:00	1.18797	1.18818	1.18576	1.18578	6182	0	0
2021.03.08	18:00:00	1.18577	1.18632	1.18552	1.18591	4027	0	0
2021.03.08	18:30:00	1.18590	1.18592	1.18457	1.18485	3449	0	0
2021.03.08	19:00:00	1.18484	1.18557	1.18461	1.18519	3146	0	0
2021.03.08	19:30:00	1.18518	1.18602	1.18516	1.18566	2580	0	0
2021.03.08	20:00:00	1.18567	1.18650	1.18543	1.18613	2363	0	0
2021.03.08	20:30:00	1.18613	1.18628	1.18526	1.18537	2594	0	0
2021.03.08	21:00:00	1.18536	1.18572	1.18518	1.18561	2368	0	0
2021.03.08	21:30:00	1.18561	1.18586	1.18544	1.18581	2300	0	0
2021.03.08	22:00:00	1.18581	1.18584	1.18478	1.18495	2234	0	0
2021.03.08	22:30:00	1.18496	1.18516	1.18450	1.18452	1323	0	0
2021.03.08	23:00:00	1.18452	1.18474	1.18448	1.18452	814	0	0
2021.03.08	23:30:00	1.18452	1.18464	1.18441	1.18462	535	0	0
2021.03.09	00:00:00	1.18464	1.18497	1.18447	1.18467	124	0	1
2021.03.09	00:30:00	1.18460	1.18480	1.18460	1.18479	141	0	0
2021.03.09	01:00:00	1.18479	1.18516	1.18463	1.18507	971	0	0
2021.03.09	01:30:00	1.18507	1.18527	1.18501	1.18507	682	0	0
2021.03.09	02:00:00	1.18507	1.18523	1.18438	1.18442	1567	0	0
2021.03.09	02:30:00	1.18443	1.18444	1.18357	1.18441	2442	0	0
2021.03.09	03:00:00	1.18440	1.18490	1.18383	1.18394	2200	0	0
2021.03.09	03:30:00	1.18394	1.18405	1.18356	1.18383	3624	0	0
2021.03.09	04:00:00	1.18384	1.18537	1.18380	1.18534	3281	0	0
2021.03.09	04:30:00	1.18534	1.18563	1.18462	1.18548	3038	0	0
2021.03.09	05:00:00	1.18549	1.18649	1.18535	1.18578	2590	0	0
2021.03.09	05:30:00	1.18577	1.18671	1.18568	1.18649	2530	0	0
2021.03.09	06:00:00	1.18650	1.18665	1.18553	1.18579	2345	0	0
2021.03.09	06:30:00	1.18579	1.18597	1.18556	1.18574	1635	0	0
2021.03.09	07:00:00	1.18574	1.18595	1.18559	1.18574	1612	0	0
2021.03.09	07:30:00	1.18574	1.18585	1.18536	1.18539	2349	0	0
2021.03.09	08:00:00	1.18539	1.18627	1.18531	1.18603	2174	0	0
2021.03.09	08:30:00	1.18602	1.18625	1.18546	1.18574	1943	0	0
2021.03.09	09:00:00	1.18575	1.18719	1.18514	1.18713	3340	0	0
2021.03.09	09:30:00	1.18712	1.18881	1.18703	1.18809	4059	0	0
2021.03.09	10:00:00	1.18808	1.18845	1.18763	1.18805	3909	0	0
2021.03.09	10:30:00	1.18806	1.18985	1.18800	1.18960	3361	0	0
2021.03.09	11:00:00	1.18960	1.19034	1.18919	1.18968	3619	0	0
2021.03.09	11:30:00	1.18967	1.19089	1.18959	1.19055	2918	0	0
2021.03.09	12:00:00	1.19054	1.19097	1.18998	1.19022	3094	0	0
2021.03.09	12:30:00	1.19023	1.19062	1.18976	1.19009	2872	0	0
2021.03.09	13:00:00	1.19009	1.19147	1.19002	1.19140	3042	0	0
2021.03.09	13:30:00	1.19140	1.19157	1.19024	1.19041	2522	0	0
2021.03.09	14:00:00	1.19040	1.19044	1.18966	1.18985	2973	0	0
2021.03.09	14:30:00	1.18986	1.18988	1.18870	1.18877	3165	0	0
2021.03.09	15:00:00	1.18876	1.18963	1.18823	1.18846	3979	0	0
2021.03.09	15:30:00	1.18846	1.18978	1.18845	1.18917	2811	0	0
2021.03.09	16:00:00	1.18915	1.19011	1.18835	1.19010	4184	0	0
2021.03.09	16:30:00	1.19009	1.19076	1.18925	1.19016	6662	0	0
2021.03.09	17:00:00	1.19017	1.19090	1.18970	1.18980	5523	0	0
2021.03.09	17:30:00	1.18979	1.18994	1.18820	1.18857	4980	0	0
2021.03.09	18:00:00	1.18858	1.18924	1.18815	1.18879	3645	0	0
2021.03.09	18:30:00	1.18878	1.18934	1.18849	1.18851	3263	0	0
2021.03.09	19:00:00	1.18852	1.18913	1.18832	1.18849	2733	0	0
2021.03.09	19:30:00	1.18850	1.18896	1.18838	1.18862	1794	0	0
2021.03.09	20:00:00	1.18862	1.18955	1.18849	1.18892	3966	0	0
2021.03.09	20:30:00	1.18893	1.18949	1.18884	1.18942	1727	0	0
2021.03.09	21:00:00	1.18941	1.18988	1.18939	1.18961	1352	0	0
2021.03.09	21:30:00	1.18961	1.19044	1.18958	1.19002	1668	0	0
2021.03.09	22:00:00	1.19001	1.19045	1.19001	1.19029	1544	0	0
2021.03.09	22:30:00	1.19029	1.19049	1.18991	1.19015	1582	0	0
2021.03.09	23:00:00	1.19015	1.19029	1.18983	1.18993	790	0	0
2021.03.09	23:30:00	1.18993	1.19020	1.18987	1.19006	718	0	0
2021.03.10	00:00:00	1.18999	1.19003	1.18921	1.18949	184	0	9
2021.03.10	00:30:00	1.18949	1.19018	1.18949	1.19010	338	0	6
2021.03.10	01:00:00	1.19011	1.19026	1.18973	1.18973	755	0	0
2021.03.10	01:30:00	1.18973	1.18997	1.18963	1.18968	630	0	0
2021.03.10	02:00:00	1.18969	1.18969	1.18885	1.18894	1158	0	0
2021.03.10	02:30:00	1.18894	1.18951	1.18876	1.18935	1044	0	0
2021.03.10	03:00:00	1.18936	1.18977	1.18925	1.18956	1452	0	0
2021.03.10	03:30:00	1.18956	1.18956	1.18838	1.18850	2139	0	0
2021.03.10	04:00:00	1.18851	1.18855	1.18771	1.18810	2097	0	0
2021.03.10	04:30:00	1.18810	1.18832	1.18790	1.18812	2115	0	0
2021.03.10	05:00:00	1.18813	1.18831	1.18791	1.18797	1360	0	0
2021.03.10	05:30:00	1.18797	1.18826	1.18786	1.18803	1045	0	0
2021.03.10	06:00:00	1.18802	1.18823	1.18795	1.18797	1498	0	0
2021.03.10	06:30:00	1.18798	1.18813	1.18771	1.18796	1056	0	0
2021.03.10	07:00:00	1.18796	1.18801	1.18735	1.18754	1312	0	0
2021.03.10	07:30:00	1.18755	1.18778	1.18704	1.18750	1699	0	0
2021.03.10	08:00:00	1.18753	1.18766	1.18688	1.18729	1448	0	0
2021.03.10	08:30:00	1.18729	1.18790	1.18716	1.18775	1286	0	0
2021.03.10	09:00:00	1.18778	1.18828	1.18746	1.18821	2053	0	0
2021.03.10	09:30:00	1.18821	1.18862	1.18771	1.18842	2302	0	0
2021.03.10	10:00:00	1.18841	1.18853	1.18718	1.18742	3411	0	0
2021.03.10	10:30:00	1.18742	1.18969	1.18740	1.18962	2811	0	0
2021.03.10	11:00:00	1.18961	1.19015	1.18946	1.18976	3057	0	0
2021.03.10	11:30:00	1.18977	1.19000	1.18928	1.18999	2268	0	0
2021.03.10	12:00:00	1.18998	1.19047	1.18957	1.18998	2360	0	0
2021.03.10	12:30:00	1.18999	1.18999	1.18931	1.18951	2761	0	0
2021.03.10	13:00:00	1.18952	1.18974	1.18888	1.18904	1989	0	0
2021.03.10	13:30:00	1.18905	1.18934	1.18852	1.18911	2371	0	0
2021.03.10	14:00:00	1.18910	1.18962	1.18859	1.18935	2563	0	0
2021.03.10	14:30:00	1.18936	1.18963	1.18822	1.18853	3639	0	0
2021.03.10	15:00:00	1.18852	1.18957	1.18818	1.18875	4950	0	0
2021.03.10	15:30:00	1.18876	1.19129	1.18871	1.19106	8400	0	0
2021.03.10	16:00:00	1.19106	1.19250	1.19057	1.19240	6031	0	0
2021.03.10	16:30:00	1.19240	1.19240	1.19111	1.19132	6360	0	0
2021.03.10	17:00:00	1.19132	1.19164	1.18925	1.18938	4972	0	0
2021.03.10	17:30:00	1.18938	1.18982	1.18861	1.18959	6033	0	0
2021.03.10	18:00:00	1.18959	1.18972	1.18883	1.18951	4066	0	0
2021.03.10	18:30:00	1.18952	1.18998	1.18917	1.18989	2964	0	0
2021.03.10	19:00:00	1.18990	1.19040	1.18970	1.19036	2935	0	0
2021.03.10	19:30:00	1.19037	1.19121	1.19037	1.19083	2520	0	0
2021.03.10	20:00:00	1.19082	1.19222	1.19018	1.19153	7364	0	0
2021.03.10	20:30:00	1.19152	1.19170	1.19088	1.19143	4159	0	0
2021.03.10	21:00:00	1.19144	1.19222	1.19126	1.19205	2962	0	0
2021.03.10	21:30:00	1.19206	1.19237	1.19176	1.19207	2209	0	0
2021.03.10	22:00:00	1.19209	1.19249	1.19190	1.19210	1831	0	0
2021.03.10	22:30:00	1.19208	1.19276	1.19196	1.19267	1169	0	0
2021.03.10	23:00:00	1.19268	1.19298	1.19240	1.19296	861	0	0
2021.03.10	23:30:00	1.19295	1.19298	1.19269	1.19289	608	0	0
2021.03.11	00:00:00	1.19283	1.19284	1.19239	1.19269	448	0	0
2021.03.11	00:30:00	1.19268	1.19286	1.19201	1.19255	356	0	3
2021.03.11	01:00:00	1.19255	1.19284	1.19255	1.19257	759	0	0
2021.03.11	01:30:00	1.19257	1.19270	1.19242	1.19243	519	0	0
2021.03.11	02:00:00	1.19242	1.19290	1.19207	1.19208	1316	0	0
2021.03.11	02:30:00	1.19209	1.19220	1.19156	1.19190	1033	0	0
2021.03.11	03:00:00	1.19189	1.19242	1.19174	1.19217	1300	0	0
2021.03.11	03:30:00	1.19217	1.19241	1.19173	1.19216	1352	0	0
2021.03.11	04:00:00	1.19216	1.19344	1.19216	1.19314	1764	0	0
2021.03.11	04:30:00	1.19315	1.19347	1.19280	1.19287	1563	0	0
2021.03.11	05:00:00	1.19288	1.19319	1.19276	1.19316	1320	0	0
2021.03.11	05:30:00	1.19315	1.19333	1.19292	1.19317	1024	0	0
2021.03.11	06:00:00	1.19317	1.19319	1.19265	1.19276	1468	0	0
2021.03.11	06:30:00	1.19276	1.19290	1.19250	1.19275	1523	0	0
2021.03.11	07:00:00	1.19275	1.19286	1.19257	1.19261	1226	0	0
2021.03.11	07:30:00	1.19261	1.19290	1.19255	1.19272	1346	0	0
2021.03.11	08:00:00	1.19272	1.19280	1.19190	1.19231	1516	0	0
2021.03.11	08:30:00	1.19230	1.19321	1.19228	1.19302	1206	0	0
2021.03.11	09:00:00	1.19303	1.19418	1.19245	1.19410	2739	0	0
2021.03.11	09:30:00	1.19409	1.19463	1.19374	1.19383	2554	0	0
2021.03.11	10:00:00	1.19383	1.19586	1.19367	1.19582	3338	0	0
2021.03.11	10:30:00	1.19581	1.19689	1.19562	1.19646	4776	0	0
2021.03.11	11:00:00	1.19647	1.19687	1.19576	1.19578	2782	0	0
2021.03.11	11:30:00	1.19577	1.19662	1.19569	1.19637	2590	0	0
2021.03.11	12:00:00	1.19637	1.19655	1.19605	1.19623	1778	0	0
2021.03.11	12:30:00	1.19622	1.19664	1.19618	1.19632	1578	0	0
2021.03.11	13:00:00	1.19632	1.19679	1.19618	1.19634	2564	0	0
2021.03.11	13:30:00	1.19634	1.19671	1.19614	1.19642	1992	0	0
2021.03.11	14:00:00	1.19641	1.19650	1.19575	1.19644	2710	0	0
2021.03.11	14:30:00	1.19645	1.19649	1.19424	1.19543	6791	0	0
2021.03.11	15:00:00	1.19543	1.19737	1.19441	1.19562	7641	0	0
2021.03.11	15:30:00	1.19561	1.19601	1.19435	1.19570	8348	0	0
2021.03.11	16:00:00	1.19571	1.19652	1.19450	1.19507	5543	0	0
2021.03.11	16:30:00	1.19507	1.19515	1.19312	1.19368	6191	0	0
2021.03.11	17:00:00	1.19367	1.19438	1.19280	1.19304	5008	0	0
2021.03.11	17:30:00	1.19305	1.19661	1.19304	1.19583	5702	0	0
2021.03.11	18:00:00	1.19584	1.19671	1.19556	1.19633	3291	0	0
2021.03.11	18:30:00	1.19633	1.19791	1.19618	1.19770	2903	0	0
2021.03.11	19:00:00	1.19771	1.19782	1.19702	1.19722	2827	0	0
2021.03.11	19:30:00	1.19722	1.19755	1.19654	1.19722	2360	0	0
2021.03.11	20:00:00	1.19721	1.19898	1.19714	1.19807	4780	0	0
2021.03.11	20:30:00	1.19805	1.19887	1.19798	1.19857	2444	0	0
2021.03.11	21:00:00	1.19858	1.19899	1.19817	1.19830	1701	0	0
2021.03.11	21:30:00	1.19830	1.19839	1.19808	1.19817	1265	0	0
2021.03.11	22:00:00	1.19816	1.19888	1.19810	1.19877	1249	0	0
2021.03.11	22:30:00	1.19877	1.19899	1.19865	1.19892	1136	0	0
2021.03.11	23:00:00	1.19892	1.19899	1.19857	1.19863	614	0	0
2021.03.11	23:30:00	1.19862	1.19865	1.19834	1.19850	606	0	0
2021.03.12	00:00:00	1.19799	1.19853	1.19783	1.19839	122	0	0
2021.03.12	00:30:00	1.19841	1.19842	1.19818	1.19821	88	0	13
2021.03.12	01:00:00	1.19821	1.19874	1.19814	1.19870	800	0	0
2021.03.12	01:30:00	1.19871	1.19874	1.19807	1.19809	675	0	0
2021.03.12	02:00:00	1.19810	1.19846	1.19805	1.19831	1299	0	0
2021.03.12	02:30:00	1.19831	1.19841	1.19800	1.19829	1121	0	0
2021.03.12	03:00:00	1.19828	1.19886	1.19828	1.19861	1250	0	0
2021.03.12	03:30:00	1.19861	1.19884	1.19830	1.19842	1996	0	0
2021.03.12	04:00:00	1.19843	1.19846	1.19724	1.19730	1999	0	0
2021.03.12	04:30:00	1.19730	1.19733	1.19596	1.19622	3322	0	0
2021.03.12	05:00:00	1.19623	1.19659	1.19600	1.19645	2011	0	0
2021.03.12	05:30:00	1.19646	1.19661	1.19601	1.19618	1735	0	0
2021.03.12	06:00:00	1.19617	1.19676	1.19608	1.19660	1053	0	0
2021.03.12	06:30:00	1.19660	1.19669	1.19647	1.19660	908	0	0
2021.03.12	07:00:00	1.19659	1.19671	1.19632	1.19649	1404	0	0
2021.03.12	07:30:00	1.19650	1.19655	1.19615	1.19634	1867	0	0
2021.03.12	08:00:00	1.19634	1.19636	1.19482	1.19505	3129	0	0
2021.03.12	08:30:00	1.19506	1.19533	1.19459	1.19489	2506	0	0
2021.03.12	09:00:00	1.19489	1.19495	1.19379	1.19451	3746	0	0
2021.03.12	09:30:00	1.19452	1.19508	1.19375	1.19451	3144	0	0
2021.03.12	10:00:00	1.19450	1.19478	1.19354	1.19398	5401	0	0
2021.03.12	10:30:00	1.19397	1.19408	1.19282	1.19331	3507	0	0
2021.03.12	11:00:00	1.19331	1.19369	1.19162	1.19197	4115	0	0
2021.03.12	11:30:00	1.19198	1.19243	1.19111	1.19177	3383	0	0
2021.03.12	12:00:00	1.19178	1.19180	1.19100	1.19145	2869	0	0
2021.03.12	12:30:00	1.19146	1.19227	1.19139	1.19206	2108	0	0
2021.03.12	13:00:00	1.19209	1.19223	1.19138	1.19168	2887	0	0
2021.03.12	13:30:00	1.19167	1.19232	1.19148	1.19168	2807	0	0
2021.03.12	14:00:00	1.19168	1.19285	1.19159	1.19269	2242	0	0
2021.03.12	14:30:00	1.19268	1.19357	1.19256	1.19347	3083	0	0
2021.03.12	15:00:00	1.19347	1.19390	1.19284	1.19289	3837	0	0
2021.03.12	15:30:00	1.19289	1.19402	1.19216	1.19265	5580	0	0
2021.03.12	16:00:00	1.19266	1.19298	1.19202	1.19270	5146	0	0
2021.03.12	16:30:00	1.19268	1.19352	1.19203	1.19314	6242	0	0
2021.03.12	17:00:00	1.19315	1.19370	1.19116	1.19171	5395	0	0
2021.03.12	17:30:00	1.19172	1.19393	1.19137	1.19367	5081	0	0
2021.03.12	18:00:00	1.19368	1.19443	1.19334	1.19433	4582	0	0
2021.03.12	18:30:00	1.19433	1.19551	1.19405	1.19524	3570	0	0
2021.03.12	19:00:00	1.19523	1.19567	1.19499	1.19513	3050	0	0
2021.03.12	19:30:00	1.19512	1.19548	1.19478	1.19479	2366	0	0
2021.03.12	20:00:00	1.19478	1.19538	1.19446	1.19532	1832	0	0
2021.03.12	20:30:00	1.19531	1.19553	1.19509	1.19523	1471	0	0
2021.03.12	21:00:00	1.19524	1.19546	1.19507	1.19525	1547	0	0
2021.03.12	21:30:00	1.19525	1.19530	1.19487	1.19488	1527	0	0
2021.03.12	22:00:00	1.19489	1.19542	1.19475	1.19539	1385	0	0
2021.03.12	22:30:00	1.19538	1.19614	1.19534	1.19605	1445	0	0
2021.03.12	23:00:00	1.19603	1.19611	1.19519	1.19525	1072	0	0
2021.03.12	23:30:00	1.19526	1.19552	1.19505	1.19519	632	0	0
2021.03.15	00:00:00	1.19432	1.19484	1.19430	1.19484	530	0	11
2021.03.15	00:30:00	1.19480	1.19491	1.19478	1.19491	79	0	20
2021.03.15	01:00:00	1.19489	1.19543	1.19477	1.19494	1167	0	0
2021.03.15	01:30:00	1.19494	1.19501	1.19432	1.19479	1446	0	0
2021.03.15	02:00:00	1.19479	1.19529	1.19471	1.19489	1456	0	0
2021.03.15	02:30:00	1.19488	1.19508	1.19449	1.19501	858	0	0
2021.03.15	03:00:00	1.19502	1.19559	1.19499	1.19535	1326	0	0
2021.03.15	03:30:00	1.19534	1.19562	1.19499	1.19514	2820	0	0
2021.03.15	04:00:00	1.19513	1.19651	1.19504	1.19646	2893	0	0
2021.03.15	04:30:00	1.19646	1.19674	1.19571	1.19577	3346	0	0
2021.03.15	05:00:00	1.19576	1.19616	1.19467	1.19477	3784	0	0
2021.03.15	05:30:00	1.19477	1.19510	1.19435	1.19476	2502	0	0
2021.03.15	06:00:00	1.19476	1.19521	1.19472	1.19487	2186	0	0
2021.03.15	06:30:00	1.19487	1.19543	1.19478	1.19540	1390	0	0
2021.03.15	07:00:00	1.19539	1.19542	1.19505	1.19524	1197	0	0
2021.03.15	07:30:00	1.19525	1.19530	1.19426	1.19432	1825	0	0
2021.03.15	08:00:00	1.19432	1.19438	1.19348	1.19352	2098	0	0
2021.03.15	08:30:00	1.19354	1.19363	1.19299	1.19327	1886	0	0
2021.03.15	09:00:00	1.19327	1.19348	1.19258	1.19321	2136	0	0
2021.03.15	09:30:00	1.19322	1.19357	1.19268	1.19350	1617	0	0
2021.03.15	10:00:00	1.19351	1.19375	1.19236	1.19251	3034	0	0
2021.03.15	10:30:00	1.19251	1.19315	1.19178	1.19198	3147	0	0
2021.03.15	11:00:00	1.19197	1.19353	1.19196	1.19310	3705	0	0
2021.03.15	11:30:00	1.19310	1.19399	1.19281	1.19369	3067	0	0
2021.03.15	12:00:00	1.19370	1.19402	1.19246	1.19339	2967	0	0
2021.03.15	12:30:00	1.19340	1.19360	1.19226	1.19258	1755	0	0
2021.03.15	13:00:00	1.19258	1.19265	1.19191	1.19234	2235	0	0
2021.03.15	13:30:00	1.19235	1.19303	1.19234	1.19303	1238	0	0
2021.03.15	14:00:00	1.19302	1.19342	1.19280	1.19328	1936	0	0
2021.03.15	14:30:00	1.19327	1.19327	1.19210	1.19228	2518	0	0
2021.03.15	15:00:00	1.19226	1.19338	1.19208	1.19270	3237	0	0
2021.03.15	15:30:00	1.19271	1.19272	1.19214	1.19249	3207	0	0
2021.03.15	16:00:00	1.19249	1.19258	1.19161	1.19218	3262	0	0
2021.03.15	16:30:00	1.19216	1.19309	1.19187	1.19205	3933	0	0
2021.03.15	17:00:00	1.19204	1.19286	1.19200	1.19204	3631	0	0
2021.03.15	17:30:00	1.19203	1.19303	1.19155	1.19278	3159	0	0
2021.03.15	18:00:00	1.19278	1.19339	1.19244	1.19283	2578	0	0
2021.03.15	18:30:00	1.19283	1.19285	1.19110	1.19154	5220	0	0
2021.03.15	19:00:00	1.19153	1.19373	1.19152	1.19348	3695	0	0
2021.03.15	19:30:00	1.19349	1.19353	1.19227	1.19229	2347	0	0
2021.03.15	20:00:00	1.19230	1.19291	1.19193	1.19279	1718	0	0
2021.03.15	20:30:00	1.19279	1.19314	1.19237	1.19278	1367	0	0
2021.03.15	21:00:00	1.19279	1.19323	1.19275	1.19293	1252	0	0
2021.03.15	21:30:00	1.19292	1.19310	1.19250	1.19257	1065	0	0
2021.03.15	22:00:00	1.19257	1.19277	1.19212	1.19219	1236	0	0
2021.03.15	22:30:00	1.19218	1.19301	1.19214	1.19298	1015	0	0
2021.03.15	23:00:00	1.19297	1.19336	1.19294	1.19299	864	0	0
2021.03.15	23:30:00	1.19298	1.19312	1.19289	1.19296	591	0	0
2021.03.16	00:00:00	1.19261	1.19342	1.19234	1.19300	792	0	0
2021.03.16	00:30:00	1.19300	1.19318	1.19251	1.19273	262	0	0
2021.03.16	01:00:00	1.19273	1.19287	1.19257	1.19269	663	0	0
2021.03.16	01:30:00	1.19268	1.19299	1.19243	1.19246	577	0	0
2021.03.16	02:00:00	1.19245	1.19268	1.19242	1.19250	561	0	0
2021.03.16	02:30:00	1.19249	1.19269	1.19243	1.19262	440	0	0
2021.03.16	03:00:00	1.19263	1.19318	1.19250	1.19285	1228	0	0
2021.03.16	03:30:00	1.19284	1.19287	1.19223	1.19229	1264	0	0
2021.03.16	04:00:00	1.19230	1.19299	1.19224	1.19297	1405	0	0
2021.03.16	04:30:00	1.19297	1.19320	1.19275	1.19277	1479	0	0
2021.03.16	05:00:00	1.19277	1.19283	1.19221	1.19254	1430	0	0
2021.03.16	05:30:00	1.19254	1.19267	1.19234	1.19264	1390	0	0
2021.03.16	06:00:00	1.19263	1.19371	1.19251	1.19358	1657	0	0
2021.03.16	06:30:00	1.19357	1.19361	1.19325	1.19338	1507	0	0
2021.03.16	07:00:00	1.19338	1.19367	1.19329	1.19352	1031	0	0
2021.03.16	07:30:00	1.19351	1.19386	1.19349	1.19377	861	0	0
2021.03.16	08:00:00	1.19376	1.19381	1.19350	1.19360	1146	0	0
2021.03.16	08:30:00	1.19359	1.19387	1.19344	1.19349	1547	0	0
2021.03.16	09:00:00	1.19350	1.19354	1.19275	1.19340	1857	0	0
2021.03.16	09:30:00	1.19340	1.19344	1.19274	1.19295	1508	0	0
2021.03.16	10:00:00	1.19296	1.19297	1.19173	1.19185	3225	0	0
2021.03.16	10:30:00	1.19186	1.19242	1.19156	1.19163	2244	0	0
2021.03.16	11:00:00	1.19163	1.19277	1.19137	1.19266	2735	0	0
2021.03.16	11:30:00	1.19267	1.19288	1.19224	1.19266	2289	0	0
2021.03.16	12:00:00	1.19265	1.19353	1.19224	1.19328	2649	0	0
2021.03.16	12:30:00	1.19327	1.19355	1.19266	1.19291	2971	0	0
2021.03.16	13:00:00	1.19292	1.19399	1.19273	1.19394	2252	0	0
2021.03.16	13:30:00	1.19394	1.19456	1.19381	1.19441	2744	0	0
2021.03.16	14:00:00	1.19441	1.19508	1.19430	1.19485	2216	0	0
2021.03.16	14:30:00	1.19485	1.19519	1.19464	1.19472	2979	0	0
2021.03.16	15:00:00	1.19471	1.19498	1.19375	1.19386	2701	0	0
2021.03.16	15:30:00	1.19386	1.19447	1.19203	1.19230	6103	0	0
2021.03.16	16:00:00	1.19230	1.19274	1.19153	1.19185	3935	0	0
2021.03.16	16:30:00	1.19185	1.19226	1.18974	1.19026	7735	0	0
2021.03.16	17:00:00	1.19025	1.19138	1.19000	1.19102	4330	0	0
2021.03.16	17:30:00	1.19101	1.19116	1.19012	1.19091	3476	0	0
2021.03.16	18:00:00	1.19092	1.19100	1.18862	1.18903	3483	0	0
2021.03.16	18:30:00	1.18902	1.18969	1.18825	1.18942	4540	0	0
2021.03.16	19:00:00	1.18943	1.18986	1.18900	1.18944	3584	0	0
2021.03.16	19:30:00	1.18943	1.18986	1.18928	1.18932	2585	0	0
2021.03.16	20:00:00	1.18931	1.19064	1.18926	1.19057	5175	0	0
2021.03.16	20:30:00	1.19056	1.19096	1.19010	1.19027	2410	0	0
2021.03.16	21:00:00	1.19028	1.19089	1.19025	1.19048	2288	0	0
2021.03.16	21:30:00	1.19047	1.19069	1.19019	1.19038	1970	0	0
2021.03.16	22:00:00	1.19037	1.19090	1.19028	1.19076	1200	0	0
2021.03.16	22:30:00	1.19077	1.19101	1.19051	1.19052	1350	0	0
2021.03.16	23:00:00	1.19052	1.19069	1.19024	1.19030	642	0	0
2021.03.16	23:30:00	1.19030	1.19036	1.19009	1.19025	393	0	0
2021.03.17	00:00:00	1.19020	1.19031	1.18982	1.19015	255	0	0
2021.03.17	00:30:00	1.19014	1.19046	1.19005	1.19010	821	0	1
2021.03.17	01:00:00	1.19010	1.19040	1.19008	1.19023	552	0	0
2021.03.17	01:30:00	1.19022	1.19037	1.19016	1.19017	171	0	0
2021.03.17	02:00:00	1.19017	1.19043	1.19013	1.19021	423	0	0
2021.03.17	02:30:00	1.19021	1.19046	1.19002	1.19022	466	0	0
2021.03.17	03:00:00	1.19021	1.19061	1.19009	1.19044	1060	0	0
2021.03.17	03:30:00	1.19044	1.19060	1.19000	1.19014	2420	0	0
2021.03.17	04:00:00	1.19013	1.19022	1.18941	1.18949	2230	0	0
2021.03.17	04:30:00	1.18950	1.18982	1.18927	1.18968	1427	0	0
2021.03.17	05:00:00	1.18968	1.18999	1.18959	1.18996	612	0	0
2021.03.17	05:30:00	1.18996	1.19017	1.18972	1.19017	787	0	0
2021.03.17	06:00:00	1.19016	1.19042	1.19014	1.19037	826	0	0
2021.03.17	06:30:00	1.19037	1.19037	1.18994	1.19012	1015	0	0
2021.03.17	07:00:00	1.19011	1.19023	1.18994	1.19012	1066	0	0
2021.03.17	07:30:00	1.19012	1.19037	1.19008	1.19035	636	0	0
2021.03.17	08:00:00	1.19035	1.19044	1.19010	1.19016	974	0	0
2021.03.17	08:30:00	1.19016	1.19020	1.18979	1.18981	1179	0	0
2021.03.17	09:00:00	1.18980	1.19072	1.18971	1.19071	1010	0	0
2021.03.17	09:30:00	1.19071	1.19080	1.19051	1.19076	1133	0	0
2021.03.17	10:00:00	1.19076	1.19080	1.18958	1.18976	2106	0	0
2021.03.17	10:30:00	1.18976	1.19009	1.18911	1.18911	1507	0	0
2021.03.17	11:00:00	1.18911	1.18947	1.18862	1.18911	2598	0	0
