<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.01.04	12:30:00	1.22928	1.22985	1.22897	1.22923	5107	0	0
2021.01.04	13:00:00	1.22924	1.22996	1.22922	1.22975	3991	0	0
2021.01.04	13:30:00	1.22976	1.22990	1.22913	1.22932	4332	0	0
2021.01.04	14:00:00	1.22931	1.23002	1.22871	1.22993	4677	0	0
2021.01.04	14:30:00	1.22994	1.23062	1.22941	1.23034	5408	0	0
2021.01.04	15:00:00	1.23035	1.23051	1.22863	1.22886	7473	0	0
2021.01.04	15:30:00	1.22887	1.23041	1.22887	1.22989	5969	0	0
2021.01.04	16:00:00	1.22991	1.23095	1.22938	1.23065	7297	0	0
2021.01.04	16:30:00	1.23065	1.23080	1.22837	1.22892	11783	0	0
2021.01.04	17:00:00	1.22893	1.22909	1.22713	1.22713	7657	0	0
2021.01.04	17:30:00	1.22712	1.22738	1.22604	1.22718	9043	0	0
2021.01.04	18:00:00	1.22717	1.22774	1.22666	1.22674	8065	0	0
2021.01.04	18:30:00	1.22674	1.22711	1.22524	1.22537	6607	0	0
2021.01.04	19:00:00	1.22536	1.22601	1.22502	1.22590	4748	0	0
2021.01.04	19:30:00	1.22590	1.22613	1.22500	1.22531	5688	0	0
2021.01.04	20:00:00	1.22530	1.22568	1.22454	1.22497	3537	0	0
2021.01.04	20:30:00	1.22497	1.22512	1.22425	1.22510	2237	0	0
2021.01.04	21:00:00	1.22510	1.22514	1.22440	1.22480	1860	0	0
2021.01.04	21:30:00	1.22480	1.22525	1.22464	1.22521	2030	0	0
2021.01.04	22:00:00	1.22521	1.22523	1.22441	1.22456	1691	0	0
2021.01.04	22:30:00	1.22456	1.22495	1.22414	1.22493	2788	0	0
2021.01.04	23:00:00	1.22493	1.22497	1.22421	1.22421	1192	0	0
2021.01.04	23:30:00	1.22421	1.22526	1.22418	1.22520	1323	0	0
2021.01.05	00:00:00	1.22483	1.22513	1.22432	1.22503	250	0	0
2021.01.05	00:30:00	1.22502	1.22508	1.22495	1.22502	266	0	1
2021.01.05	01:00:00	1.22502	1.22535	1.22471	1.22482	858	0	0
2021.01.05	01:30:00	1.22483	1.22535	1.22483	1.22526	1238	0	0
2021.01.05	02:00:00	1.22527	1.22527	1.22472	1.22525	2966	0	0
2021.01.05	02:30:00	1.22525	1.22571	1.22518	1.22556	2264	0	0
2021.01.05	03:00:00	1.22557	1.22630	1.22550	1.22621	3124	0	0
2021.01.05	03:30:00	1.22621	1.22627	1.22567	1.22570	3014	0	0
2021.01.05	04:00:00	1.22570	1.22649	1.22569	1.22648	2213	0	0
2021.01.05	04:30:00	1.22648	1.22730	1.22644	1.22704	2239	0	0
2021.01.05	05:00:00	1.22705	1.22754	1.22678	1.22754	1945	0	0
2021.01.05	05:30:00	1.22753	1.22769	1.22676	1.22728	2219	0	0
2021.01.05	06:00:00	1.22728	1.22728	1.22660	1.22672	3547	0	0
2021.01.05	06:30:00	1.22673	1.22703	1.22665	1.22690	2259	0	0
2021.01.05	07:00:00	1.22689	1.22723	1.22689	1.22706	2169	0	0
2021.01.05	07:30:00	1.22707	1.22734	1.22673	1.22723	2077	0	0
2021.01.05	08:00:00	1.22723	1.22733	1.22668	1.22672	3797	0	0
2021.01.05	08:30:00	1.22673	1.22744	1.22667	1.22696	2473	0	0
2021.01.05	09:00:00	1.22697	1.22710	1.22614	1.22700	3671	0	0
2021.01.05	09:30:00	1.22700	1.22706	1.22553	1.22583	4293	0	0
2021.01.05	10:00:00	1.22584	1.22788	1.22582	1.22672	6887	0	0
2021.01.05	10:30:00	1.22671	1.22753	1.22612	1.22743	5002	0	0
2021.01.05	11:00:00	1.22742	1.22839	1.22721	1.22838	3745	0	0
2021.01.05	11:30:00	1.22838	1.22839	1.22685	1.22723	4423	0	0
2021.01.05	12:00:00	1.22724	1.22842	1.22715	1.22813	4295	0	0
2021.01.05	12:30:00	1.22814	1.22843	1.22756	1.22773	3324	0	0
2021.01.05	13:00:00	1.22774	1.22851	1.22769	1.22832	3050	0	0
2021.01.05	13:30:00	1.22832	1.22908	1.22813	1.22831	2982	0	0
2021.01.05	14:00:00	1.22831	1.22848	1.22671	1.22717	5710	0	0
2021.01.05	14:30:00	1.22717	1.22778	1.22659	1.22725	5330	0	0
2021.01.05	15:00:00	1.22725	1.22760	1.22653	1.22685	5813	0	0
2021.01.05	15:30:00	1.22686	1.22731	1.22604	1.22626	6719	0	0
2021.01.05	16:00:00	1.22627	1.22747	1.22622	1.22734	5032	0	0
2021.01.05	16:30:00	1.22736	1.22785	1.22592	1.22646	8267	0	0
2021.01.05	17:00:00	1.22645	1.22667	1.22540	1.22651	10767	0	0
2021.01.05	17:30:00	1.22651	1.22826	1.22605	1.22755	7469	0	0
2021.01.05	18:00:00	1.22756	1.22818	1.22731	1.22808	6767	0	0
2021.01.05	18:30:00	1.22809	1.22966	1.22808	1.22946	6994	0	0
2021.01.05	19:00:00	1.22946	1.23052	1.22928	1.22986	5839	0	0
2021.01.05	19:30:00	1.22987	1.23023	1.22966	1.22995	4257	0	0
2021.01.05	20:00:00	1.22994	1.23049	1.22968	1.23025	2251	0	0
2021.01.05	20:30:00	1.23025	1.23029	1.22926	1.22934	2840	0	0
2021.01.05	21:00:00	1.22935	1.23003	1.22898	1.22988	2438	0	0
2021.01.05	21:30:00	1.22989	1.23040	1.22968	1.23035	1516	0	0
2021.01.05	22:00:00	1.23035	1.23057	1.22976	1.22977	2202	0	0
2021.01.05	22:30:00	1.22976	1.22996	1.22928	1.22937	1857	0	0
2021.01.05	23:00:00	1.22937	1.22944	1.22896	1.22929	687	0	0
2021.01.05	23:30:00	1.22927	1.22994	1.22918	1.22984	718	0	0
2021.01.06	00:00:00	1.22953	1.23013	1.22914	1.22942	366	0	6
2021.01.06	00:30:00	1.22942	1.22975	1.22921	1.22961	358	0	0
2021.01.06	01:00:00	1.22961	1.23002	1.22945	1.22976	1335	0	0
2021.01.06	01:30:00	1.22976	1.23018	1.22964	1.22988	1098	0	0
2021.01.06	02:00:00	1.22989	1.23032	1.22919	1.22969	2304	0	0
2021.01.06	02:30:00	1.22971	1.23257	1.22920	1.23090	8025	0	0
2021.01.06	03:00:00	1.23089	1.23153	1.22886	1.22920	13539	0	0
2021.01.06	03:30:00	1.22919	1.22962	1.22812	1.22892	8336	0	0
2021.01.06	04:00:00	1.22893	1.22937	1.22822	1.22870	4765	0	0
2021.01.06	04:30:00	1.22870	1.22908	1.22768	1.22789	3052	0	0
2021.01.06	05:00:00	1.22788	1.22952	1.22755	1.22889	6087	0	0
2021.01.06	05:30:00	1.22888	1.22907	1.22845	1.22859	3407	0	0
2021.01.06	06:00:00	1.22859	1.23066	1.22837	1.22975	3805	0	0
2021.01.06	06:30:00	1.22974	1.23015	1.22906	1.22917	6329	0	0
2021.01.06	07:00:00	1.22916	1.23058	1.22916	1.23051	3875	0	0
2021.01.06	07:30:00	1.23051	1.23058	1.22961	1.22966	2429	0	0
2021.01.06	08:00:00	1.22966	1.23064	1.22966	1.23025	2740	0	0
2021.01.06	08:30:00	1.23026	1.23218	1.23019	1.23165	4281	0	0
2021.01.06	09:00:00	1.23165	1.23347	1.23124	1.23298	8361	0	0
2021.01.06	09:30:00	1.23298	1.23453	1.23269	1.23395	6587	0	0
2021.01.06	10:00:00	1.23397	1.23404	1.23226	1.23249	9148	0	0
2021.01.06	10:30:00	1.23249	1.23376	1.23221	1.23247	5096	0	0
2021.01.06	11:00:00	1.23246	1.23382	1.23207	1.23343	6383	0	0
2021.01.06	11:30:00	1.23343	1.23389	1.23291	1.23384	5533	0	0
2021.01.06	12:00:00	1.23383	1.23444	1.23338	1.23378	4674	0	0
2021.01.06	12:30:00	1.23378	1.23419	1.23331	1.23381	4269	0	0
2021.01.06	13:00:00	1.23382	1.23468	1.23357	1.23468	4991	0	0
2021.01.06	13:30:00	1.23468	1.23495	1.23335	1.23375	4496	0	0
2021.01.06	14:00:00	1.23374	1.23495	1.23343	1.23448	3349	0	0
2021.01.06	14:30:00	1.23448	1.23466	1.23299	1.23403	5953	0	0
2021.01.06	15:00:00	1.23403	1.23449	1.23303	1.23414	5914	0	0
2021.01.06	15:30:00	1.23413	1.23423	1.23167	1.23196	7378	0	0
2021.01.06	16:00:00	1.23197	1.23202	1.22931	1.22988	9708	0	0
2021.01.06	16:30:00	1.22988	1.23207	1.22925	1.23095	11423	0	0
2021.01.06	17:00:00	1.23094	1.23177	1.23044	1.23108	7243	0	0
2021.01.06	17:30:00	1.23109	1.23134	1.22754	1.22824	8943	0	0
2021.01.06	18:00:00	1.22823	1.22842	1.22656	1.22791	8855	0	0
2021.01.06	18:30:00	1.22791	1.22925	1.22776	1.22897	4354	0	0
2021.01.06	19:00:00	1.22896	1.23042	1.22853	1.23036	4124	0	0
2021.01.06	19:30:00	1.23036	1.23036	1.22972	1.22989	3320	0	0
2021.01.06	20:00:00	1.22989	1.23104	1.22964	1.23048	3079	0	0
2021.01.06	20:30:00	1.23049	1.23176	1.23043	1.23104	3203	0	0
2021.01.06	21:00:00	1.23103	1.23128	1.22980	1.23044	4881	0	0
2021.01.06	21:30:00	1.23045	1.23161	1.22977	1.23070	8098	0	0
2021.01.06	22:00:00	1.23069	1.23399	1.23068	1.23319	6412	0	0
2021.01.06	22:30:00	1.23318	1.23342	1.23220	1.23239	7684	0	0
2021.01.06	23:00:00	1.23240	1.23270	1.23218	1.23230	1416	0	0
2021.01.06	23:30:00	1.23229	1.23312	1.23225	1.23262	2106	0	0
2021.01.07	00:00:00	1.23251	1.23309	1.23244	1.23263	187	0	0
2021.01.07	00:30:00	1.23238	1.23292	1.23227	1.23277	703	0	0
2021.01.07	01:00:00	1.23278	1.23398	1.23272	1.23394	1309	0	0
2021.01.07	01:30:00	1.23394	1.23400	1.23359	1.23381	903	0	0
2021.01.07	02:00:00	1.23382	1.23445	1.23331	1.23381	2467	0	0
2021.01.07	02:30:00	1.23382	1.23394	1.23300	1.23325	2677	0	0
2021.01.07	03:00:00	1.23326	1.23344	1.23291	1.23310	2412	0	0
2021.01.07	03:30:00	1.23311	1.23372	1.23283	1.23305	4106	0	0
2021.01.07	04:00:00	1.23306	1.23324	1.23188	1.23204	5401	0	0
2021.01.07	04:30:00	1.23205	1.23272	1.23199	1.23246	3323	0	0
2021.01.07	05:00:00	1.23247	1.23286	1.23237	1.23259	1464	0	0
2021.01.07	05:30:00	1.23260	1.23277	1.23252	1.23277	857	0	0
2021.01.07	06:00:00	1.23277	1.23314	1.23267	1.23285	1685	0	0
2021.01.07	06:30:00	1.23287	1.23295	1.23241	1.23246	1070	0	0
2021.01.07	07:00:00	1.23247	1.23254	1.23153	1.23163	1861	0	0
2021.01.07	07:30:00	1.23162	1.23169	1.23108	1.23126	1676	0	0
2021.01.07	08:00:00	1.23126	1.23194	1.23073	1.23182	2975	0	0
2021.01.07	08:30:00	1.23182	1.23249	1.23168	1.23205	2459	0	0
2021.01.07	09:00:00	1.23204	1.23257	1.23144	1.23166	3592	0	0
2021.01.07	09:30:00	1.23166	1.23177	1.23081	1.23112	3815	0	0
2021.01.07	10:00:00	1.23111	1.23171	1.22928	1.23061	7647	0	0
2021.01.07	10:30:00	1.23061	1.23099	1.22931	1.22944	6835	0	0
2021.01.07	11:00:00	1.22943	1.22957	1.22809	1.22854	5979	0	0
2021.01.07	11:30:00	1.22855	1.22880	1.22639	1.22689	8266	0	0
2021.01.07	12:00:00	1.22690	1.22744	1.22514	1.22542	6157	0	0
2021.01.07	12:30:00	1.22542	1.22597	1.22451	1.22496	5109	0	0
2021.01.07	13:00:00	1.22496	1.22596	1.22479	1.22587	3916	0	0
2021.01.07	13:30:00	1.22587	1.22664	1.22546	1.22568	3562	0	0
2021.01.07	14:00:00	1.22570	1.22689	1.22508	1.22673	4284	0	0
2021.01.07	14:30:00	1.22673	1.22733	1.22634	1.22675	3446	0	0
2021.01.07	15:00:00	1.22677	1.22786	1.22653	1.22730	4984	0	0
2021.01.07	15:30:00	1.22731	1.22774	1.22618	1.22686	6253	0	0
2021.01.07	16:00:00	1.22686	1.22827	1.22657	1.22687	8797	0	0
2021.01.07	16:30:00	1.22688	1.22771	1.22533	1.22591	10541	0	0
2021.01.07	17:00:00	1.22591	1.22648	1.22464	1.22546	11608	0	0
2021.01.07	17:30:00	1.22546	1.22678	1.22504	1.22595	7226	0	0
2021.01.07	18:00:00	1.22594	1.22747	1.22590	1.22720	6247	0	0
2021.01.07	18:30:00	1.22720	1.22774	1.22618	1.22639	4255	0	0
2021.01.07	19:00:00	1.22639	1.22714	1.22561	1.22567	3440	0	0
2021.01.07	19:30:00	1.22567	1.22697	1.22548	1.22658	3080	0	0
2021.01.07	20:00:00	1.22659	1.22728	1.22630	1.22715	2156	0	0
2021.01.07	20:30:00	1.22714	1.22792	1.22710	1.22742	2533	0	0
2021.01.07	21:00:00	1.22742	1.22756	1.22641	1.22662	2681	0	0
2021.01.07	21:30:00	1.22662	1.22748	1.22652	1.22677	1844	0	0
2021.01.07	22:00:00	1.22677	1.22720	1.22646	1.22704	1712	0	0
2021.01.07	22:30:00	1.22706	1.22708	1.22631	1.22656	1495	0	0
2021.01.07	23:00:00	1.22656	1.22760	1.22629	1.22730	1472	0	0
2021.01.07	23:30:00	1.22729	1.22770	1.22684	1.22693	902	0	0
2021.01.08	00:00:00	1.22707	1.22712	1.22605	1.22637	587	0	8
2021.01.08	00:30:00	1.22637	1.22676	1.22628	1.22652	653	0	0
2021.01.08	01:00:00	1.22658	1.22721	1.22650	1.22684	1702	0	0
2021.01.08	01:30:00	1.22685	1.22710	1.22673	1.22691	896	0	0
2021.01.08	02:00:00	1.22690	1.22714	1.22634	1.22710	1773	0	0
2021.01.08	02:30:00	1.22710	1.22724	1.22568	1.22578	3297	0	0
2021.01.08	03:00:00	1.22579	1.22601	1.22351	1.22375	5360	0	0
2021.01.08	03:30:00	1.22375	1.22531	1.22366	1.22482	5337	0	0
2021.01.08	04:00:00	1.22481	1.22575	1.22456	1.22562	2915	0	0
2021.01.08	04:30:00	1.22562	1.22605	1.22542	1.22599	2770	0	0
2021.01.08	05:00:00	1.22599	1.22641	1.22588	1.22627	2246	0	0
2021.01.08	05:30:00	1.22627	1.22648	1.22604	1.22620	1548	0	0
2021.01.08	06:00:00	1.22620	1.22627	1.22588	1.22603	1641	0	0
2021.01.08	06:30:00	1.22604	1.22634	1.22563	1.22633	1456	0	0
2021.01.08	07:00:00	1.22633	1.22682	1.22606	1.22641	1935	0	0
2021.01.08	07:30:00	1.22640	1.22651	1.22570	1.22580	2583	0	0
2021.01.08	08:00:00	1.22581	1.22663	1.22576	1.22631	1729	0	0
2021.01.08	08:30:00	1.22632	1.22682	1.22619	1.22635	2651	0	0
2021.01.08	09:00:00	1.22635	1.22691	1.22582	1.22621	3715	0	0
2021.01.08	09:30:00	1.22621	1.22626	1.22324	1.22390	5151	0	0
2021.01.08	10:00:00	1.22389	1.22389	1.22133	1.22295	9834	0	0
2021.01.08	10:30:00	1.22294	1.22324	1.22195	1.22238	5880	0	0
2021.01.08	11:00:00	1.22239	1.22336	1.22175	1.22314	5999	0	0
2021.01.08	11:30:00	1.22313	1.22408	1.22218	1.22400	4548	0	0
2021.01.08	12:00:00	1.22404	1.22448	1.22361	1.22399	3808	0	0
2021.01.08	12:30:00	1.22398	1.22430	1.22380	1.22393	2572	0	0
2021.01.08	13:00:00	1.22394	1.22510	1.22325	1.22471	3845	0	0
2021.01.08	13:30:00	1.22472	1.22538	1.22450	1.22506	2881	0	0
2021.01.08	14:00:00	1.22505	1.22527	1.22456	1.22486	3000	0	0
2021.01.08	14:30:00	1.22487	1.22528	1.22455	1.22485	4451	0	0
2021.01.08	15:00:00	1.22485	1.22543	1.22459	1.22498	4514	0	0
2021.01.08	15:30:00	1.22500	1.22846	1.22345	1.22714	18440	0	0
2021.01.08	16:00:00	1.22711	1.22835	1.22589	1.22776	9096	0	0
2021.01.08	16:30:00	1.22776	1.22822	1.22434	1.22499	11994	0	0
2021.01.08	17:00:00	1.22497	1.22565	1.22221	1.22250	9839	0	0
2021.01.08	17:30:00	1.22250	1.22582	1.22245	1.22552	8849	0	0
2021.01.08	18:00:00	1.22550	1.22630	1.22366	1.22465	14542	0	0
2021.01.08	18:30:00	1.22465	1.22634	1.22450	1.22518	7411	0	0
2021.01.08	19:00:00	1.22517	1.22532	1.22320	1.22345	4539	0	0
2021.01.08	19:30:00	1.22345	1.22368	1.22243	1.22289	4611	0	0
2021.01.08	20:00:00	1.22288	1.22288	1.22041	1.22127	4237	0	0
2021.01.08	20:30:00	1.22127	1.22127	1.21931	1.21951	4771	0	0
2021.01.08	21:00:00	1.21950	1.22115	1.21950	1.22069	3837	0	0
2021.01.08	21:30:00	1.22069	1.22176	1.22042	1.22148	2419	0	0
2021.01.08	22:00:00	1.22149	1.22198	1.22119	1.22185	1818	0	0
2021.01.08	22:30:00	1.22185	1.22267	1.22168	1.22261	2587	0	0
2021.01.08	23:00:00	1.22261	1.22272	1.22214	1.22231	1162	0	0
2021.01.08	23:30:00	1.22229	1.22243	1.22167	1.22218	998	0	0
2021.01.11	00:00:00	1.22156	1.22215	1.22132	1.22200	522	0	0
2021.01.11	00:30:00	1.22199	1.22209	1.22117	1.22146	269	0	0
2021.01.11	01:00:00	1.22148	1.22178	1.21970	1.22010	2960	0	0
2021.01.11	01:30:00	1.22009	1.22052	1.21822	1.21872	3781	0	0
2021.01.11	02:00:00	1.21872	1.21961	1.21823	1.21839	3080	0	0
2021.01.11	02:30:00	1.21839	1.21919	1.21813	1.21888	2920	0	0
2021.01.11	03:00:00	1.21887	1.21908	1.21735	1.21765	3091	0	0
2021.01.11	03:30:00	1.21765	1.21821	1.21712	1.21777	3069	0	0
2021.01.11	04:00:00	1.21778	1.21781	1.21670	1.21754	2662	0	0
2021.01.11	04:30:00	1.21755	1.21801	1.21714	1.21801	1643	0	0
2021.01.11	05:00:00	1.21802	1.21803	1.21714	1.21754	1655	0	0
2021.01.11	05:30:00	1.21754	1.21786	1.21708	1.21733	1227	0	0
2021.01.11	06:00:00	1.21734	1.21770	1.21668	1.21685	1323	0	0
2021.01.11	06:30:00	1.21683	1.21747	1.21678	1.21739	1410	0	0
2021.01.11	07:00:00	1.21740	1.21745	1.21701	1.21736	1551	0	0
2021.01.11	07:30:00	1.21736	1.21821	1.21723	1.21816	1882	0	0
2021.01.11	08:00:00	1.21817	1.21853	1.21772	1.21845	2350	0	0
2021.01.11	08:30:00	1.21846	1.21906	1.21834	1.21900	2438	0	0
2021.01.11	09:00:00	1.21899	1.21935	1.21838	1.21885	3623	0	0
2021.01.11	09:30:00	1.21885	1.21888	1.21769	1.21786	4147	0	0
2021.01.11	10:00:00	1.21785	1.21984	1.21783	1.21924	5968	0	0
2021.01.11	10:30:00	1.21924	1.21998	1.21835	1.21903	5104	0	0
2021.01.11	11:00:00	1.21904	1.21937	1.21782	1.21815	4179	0	0
2021.01.11	11:30:00	1.21816	1.21870	1.21601	1.21607	4936	0	0
2021.01.11	12:00:00	1.21606	1.21650	1.21551	1.21598	4108	0	0
2021.01.11	12:30:00	1.21598	1.21674	1.21544	1.21672	3492	0	0
2021.01.11	13:00:00	1.21671	1.21690	1.21585	1.21619	3235	0	0
2021.01.11	13:30:00	1.21618	1.21690	1.21603	1.21664	3018	0	0
2021.01.11	14:00:00	1.21664	1.21683	1.21555	1.21650	4123	0	0
2021.01.11	14:30:00	1.21650	1.21721	1.21620	1.21659	3347	0	0
2021.01.11	15:00:00	1.21657	1.21682	1.21538	1.21553	4169	0	0
2021.01.11	15:30:00	1.21554	1.21561	1.21393	1.21447	5828	0	0
2021.01.11	16:00:00	1.21448	1.21574	1.21362	1.21502	7802	0	0
2021.01.11	16:30:00	1.21503	1.21580	1.21338	1.21375	10602	0	0
2021.01.11	17:00:00	1.21375	1.21537	1.21323	1.21518	6205	0	0
2021.01.11	17:30:00	1.21518	1.21558	1.21403	1.21505	6200	0	0
2021.01.11	18:00:00	1.21504	1.21625	1.21473	1.21612	5048	0	0
2021.01.11	18:30:00	1.21612	1.21717	1.21595	1.21687	4839	0	0
2021.01.11	19:00:00	1.21687	1.21743	1.21673	1.21680	2869	0	0
2021.01.11	19:30:00	1.21680	1.21709	1.21657	1.21670	2450	0	0
2021.01.11	20:00:00	1.21670	1.21716	1.21657	1.21700	1809	0	0
2021.01.11	20:30:00	1.21699	1.21713	1.21633	1.21656	1570	0	0
2021.01.11	21:00:00	1.21656	1.21693	1.21640	1.21652	1595	0	0
2021.01.11	21:30:00	1.21651	1.21685	1.21613	1.21625	1634	0	0
2021.01.11	22:00:00	1.21626	1.21652	1.21559	1.21568	1617	0	0
2021.01.11	22:30:00	1.21569	1.21593	1.21529	1.21534	1904	0	0
2021.01.11	23:00:00	1.21535	1.21579	1.21531	1.21545	746	0	0
2021.01.11	23:30:00	1.21544	1.21549	1.21488	1.21502	805	0	0
2021.01.12	00:00:00	1.21512	1.21541	1.21483	1.21537	125	0	0
2021.01.12	00:30:00	1.21536	1.21564	1.21500	1.21518	406	0	0
2021.01.12	01:00:00	1.21519	1.21583	1.21513	1.21561	970	0	0
2021.01.12	01:30:00	1.21562	1.21615	1.21562	1.21607	910	0	0
2021.01.12	02:00:00	1.21607	1.21620	1.21520	1.21544	1546	0	0
2021.01.12	02:30:00	1.21543	1.21601	1.21512	1.21594	1446	0	0
2021.01.12	03:00:00	1.21594	1.21622	1.21411	1.21415	3027	0	0
2021.01.12	03:30:00	1.21414	1.21507	1.21405	1.21491	4566	0	0
2021.01.12	04:00:00	1.21491	1.21494	1.21414	1.21436	2749	0	0
2021.01.12	04:30:00	1.21436	1.21481	1.21428	1.21440	1185	0	0
2021.01.12	05:00:00	1.21440	1.21473	1.21425	1.21464	843	0	0
2021.01.12	05:30:00	1.21465	1.21501	1.21456	1.21485	1133	0	0
2021.01.12	06:00:00	1.21485	1.21485	1.21416	1.21421	1412	0	0
2021.01.12	06:30:00	1.21420	1.21434	1.21388	1.21429	2122	0	0
2021.01.12	07:00:00	1.21429	1.21438	1.21400	1.21429	1125	0	0
2021.01.12	07:30:00	1.21430	1.21552	1.21425	1.21533	2299	0	0
2021.01.12	08:00:00	1.21532	1.21562	1.21487	1.21509	2114	0	0
2021.01.12	08:30:00	1.21510	1.21614	1.21509	1.21609	2505	0	0
2021.01.12	09:00:00	1.21608	1.21692	1.21556	1.21685	3342	0	0
2021.01.12	09:30:00	1.21686	1.21753	1.21581	1.21634	3494	0	0
2021.01.12	10:00:00	1.21634	1.21658	1.21506	1.21586	4713	0	0
2021.01.12	10:30:00	1.21585	1.21672	1.21510	1.21521	3615	0	0
2021.01.12	11:00:00	1.21520	1.21790	1.21503	1.21783	5963	0	0
2021.01.12	11:30:00	1.21784	1.21790	1.21577	1.21618	5322	0	0
2021.01.12	12:00:00	1.21619	1.21668	1.21528	1.21533	3868	0	0
2021.01.12	12:30:00	1.21533	1.21566	1.21443	1.21454	2793	0	0
2021.01.12	13:00:00	1.21454	1.21499	1.21407	1.21494	3172	0	0
2021.01.12	13:30:00	1.21493	1.21582	1.21489	1.21515	2877	0	0
2021.01.12	14:00:00	1.21516	1.21599	1.21495	1.21571	3783	0	0
2021.01.12	14:30:00	1.21572	1.21586	1.21515	1.21552	4161	0	0
2021.01.12	15:00:00	1.21552	1.21646	1.21462	1.21532	4536	0	0
2021.01.12	15:30:00	1.21532	1.21555	1.21405	1.21463	4656	0	0
2021.01.12	16:00:00	1.21464	1.21575	1.21372	1.21466	5381	0	0
2021.01.12	16:30:00	1.21465	1.21588	1.21438	1.21512	7512	0	0
2021.01.12	17:00:00	1.21512	1.21638	1.21490	1.21573	6202	0	0
2021.01.12	17:30:00	1.21574	1.21664	1.21507	1.21557	5661	0	0
2021.01.12	18:00:00	1.21557	1.21659	1.21555	1.21558	4032	0	0
2021.01.12	18:30:00	1.21557	1.21683	1.21550	1.21682	4747	0	0
2021.01.12	19:00:00	1.21681	1.21728	1.21625	1.21727	4305	0	0
2021.01.12	19:30:00	1.21728	1.21778	1.21698	1.21746	2360	0	0
2021.01.12	20:00:00	1.21745	1.21833	1.21722	1.21833	3226	0	0
2021.01.12	20:30:00	1.21833	1.21931	1.21821	1.21872	3705	0	0
2021.01.12	21:00:00	1.21873	1.22011	1.21866	1.21992	2822	0	0
2021.01.12	21:30:00	1.21992	1.22068	1.21987	1.21997	4581	0	0
2021.01.12	22:00:00	1.21998	1.22053	1.21981	1.22035	2288	0	0
2021.01.12	22:30:00	1.22036	1.22081	1.22018	1.22057	1875	0	0
2021.01.12	23:00:00	1.22059	1.22076	1.22026	1.22061	1295	0	0
2021.01.12	23:30:00	1.22061	1.22097	1.22055	1.22077	1318	0	0
2021.01.13	00:00:00	1.22060	1.22078	1.22001	1.22019	336	0	0
2021.01.13	00:30:00	1.22025	1.22048	1.22011	1.22047	1975	0	2
2021.01.13	01:00:00	1.22050	1.22090	1.22018	1.22071	1446	0	0
2021.01.13	01:30:00	1.22071	1.22092	1.22041	1.22087	741	0	0
2021.01.13	02:00:00	1.22087	1.22161	1.22087	1.22106	2937	0	0
2021.01.13	02:30:00	1.22104	1.22135	1.22074	1.22080	2470	0	0
2021.01.13	03:00:00	1.22079	1.22145	1.22049	1.22145	3556	0	0
2021.01.13	03:30:00	1.22144	1.22183	1.22131	1.22175	2561	0	0
2021.01.13	04:00:00	1.22174	1.22183	1.22134	1.22176	2028	0	0
2021.01.13	04:30:00	1.22175	1.22192	1.22121	1.22127	2286	0	0
2021.01.13	05:00:00	1.22128	1.22206	1.22127	1.22195	2751	0	0
